,price_a,price_b,beta,spread,zscore,side,entry_z,holding_days,exit_reason,position_a,position_b,model,ret_a,ret_b,weight_a,weight_b,pair_id,target_notional_a,target_notional_b,pair_pnl,pair_gross_exposure
2012-02-28,22.52139663696289,24.944053649902344,0.9028508992159332,0.000635369058077373,0.16331375663465583,0,,0,,0,0,kalman_beta,-0.00016960632618912008,-0.0020255773399066035,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-02-29,22.858869552612305,24.859676361083984,0.9192547028637538,0.006495146014962927,0.17569141957116063,0,,0,,0,0,kalman_beta,0.0149845465221079,-0.0033826614552158185,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-01,22.94801902770996,24.960922241210938,0.9193562152455815,4.002699101590679e-05,0.15730986232426303,0,,0,,0,0,kalman_beta,0.0038999949184919114,0.004072695020497008,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-02,22.97348976135254,24.904674530029297,0.9224084952776251,0.001206402729220457,0.15833672471352392,0,,0,,0,0,kalman_beta,0.0011099316944012116,-0.002253430808288548,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-05,23.247285842895508,24.865299224853516,0.9347326639155212,0.004878459391637335,0.16585984004877352,0,,0,,0,0,kalman_beta,0.011917914273675834,-0.001581040745114115,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-06,22.8652400970459,25.11845970153809,0.9106716081283105,-0.009427993059954787,0.1267705777289129,0,,0,,0,0,kalman_beta,-0.016433993560859728,0.010181276098681913,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-07,23.07535743713379,25.107196807861328,0.9189442232684405,0.0032439680857905273,0.15861509266095386,0,,0,,0,0,kalman_beta,0.009189378252583369,-0.0004483910960539905,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-08,23.355525970458984,25.185956954956055,0.927195288081533,0.0032253559994153136,0.15678922897319977,0,,0,,0,0,kalman_beta,0.01214146017406148,0.003136955021201926,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-09,23.457408905029297,25.37723159790039,0.9243914833172991,-0.001087854240477526,0.14348963035914405,0,,0,,0,0,kalman_beta,0.004362262476947709,0.0075944957456419715,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-12,23.629329681396484,25.534748077392575,0.9253646934872801,0.0003753534851895779,0.14592848673850692,0,,0,,0,0,kalman_beta,0.007329060812438115,0.0062070001167982,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-13,23.90948486328125,25.54599380493164,0.935781495412042,0.004016578715557273,0.1543885433879385,0,,0,,0,0,kalman_beta,0.011856247539063114,0.0004404087913842947,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-14,23.393722534179688,25.230960845947266,0.9273141978624933,-0.0033056839798746296,0.13250605971338894,0,,0,,0,0,kalman_beta,-0.021571453004980423,-0.012331990737567522,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-03-15,23.374624252319336,25.24221420288086,0.9260330268358905,-0.0004997700143327677,0.13903456032039324,0,,0,,0,0,kalman_beta,-0.0008163849012250424,0.0004460138082851284,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-16,23.19634056091309,24.944053649902344,0.9298738961356204,0.0015162080624548935,0.1433663479798333,0,,0,,0,0,kalman_beta,-0.007627232398764949,-0.011811980937254218,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-03-19,23.145402908325195,24.76966094970703,0.9343536328976135,0.0017802143242775514,0.14273368540837877,0,,0,,0,0,kalman_beta,-0.00219593484817715,-0.006991353636540798,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-03-20,23.260026931762695,24.764036178588867,0.9391888012015542,0.0019214802818972032,0.1417864516371014,0,,0,,0,0,kalman_beta,0.004952345132703151,-0.0002270830888474462,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-21,23.158138275146484,24.730283737182617,0.9364720444555255,-0.0010810961781544393,0.13172901604459963,0,,0,,0,0,kalman_beta,-0.004380418686320442,-0.0013629620455583025,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-03-22,23.16451072692871,24.79216766357422,0.9343814090478506,-0.0008298279123266639,0.13126526119786794,0,,0,,0,0,kalman_beta,0.0002751711604151996,0.0025023540792845633,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-23,23.393722534179688,24.820295333862305,0.9423959068079456,0.003177805783501242,0.14196475293830965,0,,0,,0,0,kalman_beta,0.009894955691186702,0.0011345385635403993,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-26,23.648422241210938,25.03969383239746,0.9444058068271022,0.0007899847219974276,0.133572678935633,0,,0,,0,0,kalman_beta,0.010887523636271101,0.008839479771855618,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-27,23.673900604248047,25.180334091186523,0.940238902286792,-0.0016290808638537158,0.12512038273742665,0,,0,,0,0,kalman_beta,0.001077381094486185,0.0056166924296452425,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-28,23.48923683166504,25.107196807861328,0.9356299106183389,-0.0018074735512989548,0.12351450402036125,0,,0,,0,0,kalman_beta,-0.007800310378504816,-0.002904539830978381,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-03-29,23.69299697875977,25.225337982177734,0.9391986793314355,0.0013928602093429276,0.3269410995282531,0,,0,,0,0,kalman_beta,0.008674617594218725,0.004705470515904642,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-03-30,23.63569068908691,25.275968551635746,0.9351673743207158,-0.0015704547592783058,-0.6055257558883795,0,,0,,0,0,kalman_beta,-0.002418701598798645,0.0020071314601921575,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-02,23.59111976623535,25.34909439086914,0.9307176020017747,-0.001728578151013238,-0.6428930024237574,0,,0,,0,0,kalman_beta,-0.0018857465786746852,0.0028930974132210796,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-03,23.77577018737793,25.450363159179688,0.9341494298526138,0.001327952688257028,0.33417006477953054,0,,0,,0,0,kalman_beta,0.007827115582994093,0.003994965924582372,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-04,23.578384399414062,25.40536117553711,0.9281780813181724,-0.002314991691161339,-0.909500078395441,0,,0,,0,0,kalman_beta,-0.008301972403344293,-0.0017682255990263407,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-04-05,23.48923683166504,25.29846954345703,0.928479855679748,0.0001174810375559332,-0.08451555005853865,0,,0,,0,0,kalman_beta,-0.0037809022975823225,-0.004207443906879216,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-04-09,23.42557144165039,25.1578369140625,0.9311032835771182,0.0010268832691622265,0.1970682991618561,0,,0,,0,0,kalman_beta,-0.002710406918322028,-0.005558938225609156,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-04-10,22.8652400970459,24.9553165435791,0.9164784631496496,-0.005770056226502618,-2.0405276006003867,0,,0,,0,0,kalman_beta,-0.023919644649873062,-0.008049991387383382,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-04-11,22.744264602661133,25.034069061279297,0.9086553449792037,-0.003076056448819031,-1.1265822799440666,0,,0,,0,0,kalman_beta,-0.005290803589698356,0.0031557410847773415,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-12,22.744264602661133,25.180334091186523,0.9033376404157833,-0.0020789801524081497,-0.7798980996589455,0,,0,,0,0,kalman_beta,0.0,0.005842639067152655,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-13,22.79520034790039,25.169078826904297,0.90564685125595,0.0009033593017129249,0.18111753070370262,0,,0,,0,0,kalman_beta,0.0022394984462719147,-0.00044698629658634914,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-16,23.049898147583008,25.41661262512207,0.9068646066103765,0.00047173793335275604,0.02273649034150363,0,,0,,0,0,kalman_beta,0.011173308231356538,0.009834837417775244,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-17,23.11992835998535,25.534748077392575,0.905451401683203,-0.0005450783172307183,-0.28924253059728994,0,,0,,0,0,kalman_beta,0.0030382005141176283,0.004647962103090819,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-18,23.043529510498047,25.624759674072266,0.8993595075941486,-0.002341732193983148,-0.8833815088675608,0,,0,,0,0,kalman_beta,-0.0033044587464868824,0.0035250630398575566,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-19,22.871604919433594,25.596635818481445,0.8936257019415287,-0.002206731198562295,-0.8096795766622721,0,,0,,0,0,kalman_beta,-0.0074608618868966525,-0.0010975266089725544,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-04-20,23.2154483795166,25.782276153564453,0.9003426168808781,0.002566398270921866,0.8296233114153378,0,,0,,0,0,kalman_beta,0.015033639366114127,0.00725252866819992,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-23,22.97348976135254,25.64163589477539,0.8960097086538047,-0.0016649461320987768,-0.6041520532288305,0,,0,,0,0,kalman_beta,-0.010422310791013967,-0.005454920192126567,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-04-24,23.18360137939453,25.80477523803711,0.8983877331179874,0.0009078496752010778,0.26072677521875337,0,,0,,0,0,kalman_beta,0.009145829398346628,0.00636228296553254,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-25,23.285484313964844,25.585371017456055,0.9099354913635058,0.004447165478367765,1.4327178991843537,0,,0,,0,0,kalman_beta,0.004394612075277804,-0.008502465863668762,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-26,23.368261337280273,25.81602668762207,0.9052534753975856,-0.0017865426464247491,-0.7029325709720432,0,,0,,0,0,kalman_beta,0.003554876600345702,0.009015138768503572,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-27,23.444671630859375,25.87228775024414,0.9061559668813022,0.00034370910562486756,0.05614492820715793,0,,0,,0,0,kalman_beta,0.0032698322085777942,0.0021793075790801364,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-04-30,23.412837982177734,25.844152450561523,0.9059273731608036,-8.715892681365744e-05,-0.07010052723587698,0,,0,,0,0,kalman_beta,-0.0013578201982465954,-0.0010874685669167716,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-05-01,23.61659240722656,25.95666885375977,0.9097903161443164,0.0014664447111272239,0.48863701803405707,0,,0,,0,0,kalman_beta,0.008702679495921295,0.004353650343669857,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-05-02,23.578384399414062,25.8216552734375,0.9130758742638568,0.0012539356801894996,0.40757425509720024,0,,0,,0,0,kalman_beta,-0.0016178459260195455,-0.0052014987394159995,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-05-03,22.80792999267578,25.69655990600586,0.8879616633474994,-0.009630083769842201,-3.1338291443196717,1,-3.1338291443196717,1,,1,-1,kalman_beta,-0.03267630189104165,-0.004844591336494397,0.5296717721624306,-0.4703282278375695,ES__SO,42373.74177299444,-37626.25822700556,-32.0,80000.0
2012-05-04,22.96075439453125,25.793228149414062,0.8901529225441297,0.0008369754828088105,0.28481995840034796,0,,0,mean_reversion_exit,0,0,kalman_beta,0.006700494166044235,0.003761913803318473,0.0,0.0,ES__SO,0.0,0.0,109.78102715793725,0.0
2012-05-07,22.85251808166504,25.838712692260746,0.8845126748001856,-0.002150795160016372,-0.6907889688311497,0,,0,,0,0,kalman_beta,-0.0047139702383641735,0.001763429632894331,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-05-08,23.068992614746097,25.98656463623047,0.8876814387479737,0.0012015303398200672,0.38752942254757644,0,,0,,0,0,kalman_beta,0.009472677466328738,0.005722109523436325,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-05-09,23.03715705871582,25.79891014099121,0.892873901022529,0.001983518999313816,0.6274586196188213,0,,0,,0,0,kalman_beta,-0.0013800150081078044,-0.0072212121096464355,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-05-10,23.2154483795166,25.958120346069336,0.8943212637378968,0.0005493873594630827,0.14696241880633115,0,,0,,0,0,kalman_beta,0.007739293539839265,0.006171198868790917,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-05-11,23.285484313964844,25.895586013793945,0.8991359384781936,0.0018322810094382191,0.6481080320104845,0,,0,,0,0,kalman_beta,0.0030167814682415806,-0.0024090470127148267,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-05-14,23.049898147583008,25.844398498535156,0.8919777143662239,-0.002729354310247345,-0.9241032965353962,0,,0,,0,0,kalman_beta,-0.010117297248593116,-0.001976688816060057,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-05-15,22.782459259033203,25.81597137451172,0.8826329144209808,-0.0035667938606884775,-1.1882531305356947,0,,0,,0,0,kalman_beta,-0.011602606086910106,-0.0010999336674463178,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-05-16,22.63602066040039,25.804595947265625,0.8772879699547462,-0.0020409336787423626,-0.6296508131628974,0,,0,,0,0,kalman_beta,-0.006427690574043243,-0.00044063525950932547,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-05-17,22.34948348999023,25.70224380493164,0.8696674522816099,-0.002921397765462075,-0.9256663670921416,0,,0,,0,0,kalman_beta,-0.012658460367613533,-0.003966430729748782,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-05-18,22.247594833374023,25.86145782470703,0.8603972186114879,-0.003531548242204252,-1.126620319149833,0,,0,,0,0,kalman_beta,-0.004558881938450221,0.006194557213905272,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-05-21,22.75062370300293,25.878515243530273,0.878860064017138,0.007030139405433289,2.3811971530329803,-1,2.3811971530329803,1,,-1,1,kalman_beta,0.022610483218361344,0.0006595691139632542,-0.5322376153240109,0.4677623846759891,ES__SO,-42582.321064993834,37423.90141717881,-32.00248899286906,80006.22248217264
2012-05-22,23.081724166870117,25.901269912719727,0.8909647700870224,0.004605174121877553,1.517381846627263,-1,2.3811971530329803,2,,-1,1,kalman_beta,0.014553467552781196,0.0008792880493846411,-0.5288305820493842,0.4711694179506158,ES__SO,-42308.38329122939,37695.27899182381,-587.708074661563,80003.6622830532
2012-05-23,23.094463348388672,25.79891014099121,0.895110670855413,0.0015835847475109688,0.5292789210153673,-1,2.3811971530329803,3,,-1,1,kalman_beta,0.0005519163744638345,-0.0039519209704173,-0.5276736685507771,0.4723263314492229,ES__SO,-42191.016528332635,37765.62910874764,-173.06610144051237,79956.64563708028
2012-05-24,23.126306533813477,25.92969512939453,0.8919316037403092,-0.0012080274446724104,-0.3477151551820812,0,,0,mean_reversion_exit,0,0,kalman_beta,0.0013788233545173334,0.0050693997416395575,0.0,0.0,ES__SO,0.0,0.0,100.62275457676377,0.0
2012-05-25,23.151775360107425,25.98086929321289,0.8911204156807946,-0.00030768420883831027,-0.04222485893964064,0,,0,,0,0,kalman_beta,0.0011012924288931192,0.001973573679250329,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-05-29,23.400096893310547,26.083232879638672,0.8970459353129023,0.0022388588108270824,0.8075400252498007,0,,0,,0,0,kalman_beta,0.010725809547677434,0.003939960024837319,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-05-30,23.10637092590332,26.071857452392575,0.8864113827108961,-0.004020288313363096,-1.2592686010286238,0,,0,,0,0,kalman_beta,-0.012552339793567069,-0.00043612029607642544,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-05-31,23.144929885864254,26.105981826782227,0.8865733867510163,6.116323345395358e-05,0.08038665816011901,0,,0,,0,0,kalman_beta,0.0016687588061570224,0.0013088585825526966,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-01,23.408443450927734,26.12871742248535,0.8957569099774678,0.0034642708878287465,1.339889248768488,0,,0,,0,0,kalman_beta,0.011385368906406512,0.0008708960212253647,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-04,23.27991104125977,26.191265106201172,0.8889404998720514,-0.002565254528118288,-0.8646558215453825,0,,0,,0,0,kalman_beta,-0.005490856747370376,0.0023938290848517507,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-05,23.27347946166992,26.22538375854492,0.887462137786496,-0.0005556729596065679,-0.1181234561702361,0,,0,,0,0,kalman_beta,-0.00027627165664212416,0.0013026729409748583,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-06,23.781234741210938,26.742841720581055,0.8892316946422004,0.000652278470507639,0.3310930458551398,0,,0,,0,0,kalman_beta,0.021816904531927195,0.019731187417516338,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-07,23.84551429748535,26.896371841430664,0.8866057247072117,-0.0009629509809236936,-0.2460163872816353,0,,0,,0,0,kalman_beta,0.002702952852276619,0.005740980051923694,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-08,24.03190040588379,26.941865921020508,0.8919187397938739,0.0019453059116578686,0.8338413698605343,0,,0,,0,0,kalman_beta,0.007816401276700136,0.0016914578612334807,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-11,23.986913681030273,26.91343688964844,0.8912704609742486,-0.000237622008040006,-0.00451078904463456,0,,0,,0,0,kalman_beta,-0.001871958692143294,-0.0010551990517436716,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-06-12,24.038330078125,26.902061462402344,0.8935190920759655,0.000824545267438026,0.4080244919860474,0,,0,,0,0,kalman_beta,0.0021435186609850554,-0.00042266720867867313,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-13,24.154029846191406,26.981672286987305,0.8951788743920894,0.0006068191098762554,0.33327090017563804,0,,0,,0,0,kalman_beta,0.004813136673403662,0.002959283425034931,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-14,24.48824882507324,27.07833671569824,0.9042266062149633,0.0032963146913829178,1.349068185011974,0,,0,,0,0,kalman_beta,0.01383698625074481,0.0035825959074282654,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-15,24.73248863220215,27.29442596435547,0.9061120076219328,0.0006815247518048295,0.33860956941679454,0,,0,,0,0,kalman_beta,0.009973755529584238,0.00798015221267101,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-18,24.88031959533691,27.459320068359375,0.9060796538529704,-1.1627240073863732e-05,0.06857357391398868,0,,0,,0,0,kalman_beta,0.005977197253910216,0.0060413105671921485,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-19,24.79033088684082,27.12382698059082,0.9138643384185217,0.0028326878447408887,1.1612045567726936,0,,0,,0,0,kalman_beta,-0.0036168630451578476,-0.012217822106787457,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-06-20,24.443260192871097,26.58930778503418,0.9192144113838473,0.0019852881469546446,0.8249626795888447,0,,0,,0,0,kalman_beta,-0.014000244512829552,-0.01970662900700293,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-06-21,24.14759826660156,26.418718338012695,0.9141058568272629,-0.0019068960456571915,-0.65763360964105,0,,0,,0,0,kalman_beta,-0.012095846623429107,-0.00641571598631463,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-06-22,24.269710540771484,26.469898223876953,0.9168411406632526,0.0010188599519338482,0.440256745655989,0,,0,,0,0,kalman_beta,0.005056911781525564,0.0019372584699015594,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-25,24.16045570373535,26.29930877685547,0.9186469075540664,0.0006770250675565137,0.31495640645791556,0,,0,,0,0,kalman_beta,-0.004501695100672554,-0.0064446582143488085,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-06-26,24.430400848388672,26.350486755371097,0.9270140129849164,0.003130377186224109,1.2112422838352512,0,,0,,0,0,kalman_beta,0.011173015441574785,0.0019459818868192702,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-27,24.636083602905273,26.49833106994629,0.9296845872912662,0.000993618234918614,0.38565490979969447,0,,0,,0,0,kalman_beta,0.008419131384418854,0.005610686282486066,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-28,24.642501831054688,26.532447814941406,0.9287811570955401,-0.0003357510836252686,-0.10855912223475893,0,,0,,0,0,kalman_beta,0.0002605214470312589,0.0012875054245893303,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-06-29,24.94460678100586,26.327741622924805,0.9472026688889971,0.006899649951549236,2.463748295704643,-1,2.463748295704643,1,,-1,1,kalman_beta,0.012259508065469937,-0.007715314977509324,-0.5135572254379477,0.48644277456205237,ES__SO,-41036.38429801271,38869.77272863217,-31.962462810657954,79906.15702664488
2012-07-02,25.130983352661133,26.56087303161621,0.9461798551347795,-0.00037964464676676357,-0.17201407885555126,0,,0,mean_reversion_exit,0,0,kalman_beta,0.007471617944973641,0.008854971764399533,0.0,0.0,ES__SO,0.0,0.0,4.968720692807071,0.0
2012-07-03,25.23382568359375,26.4357852935791,0.9544166323991264,0.0030725088696321734,1.0576149875051524,0,,0,,0,0,kalman_beta,0.004092252558900666,-0.0047094738899664534,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-05,24.91245460510254,26.41303825378418,0.9433442545882592,-0.004133277824674764,-1.5697468760393223,0,,0,,0,0,kalman_beta,-0.012735725550333643,-0.000860463933350486,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-07-06,24.86746597290039,26.46422004699707,0.93971476027836,-0.0013522245172303826,-0.5677972677831807,0,,0,,0,0,kalman_beta,-0.0018058691090573342,0.001937747286818059,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-09,24.783912658691406,26.62911033630371,0.9308310266060629,-0.003289453256297037,-1.2659272449074908,0,,0,,0,0,kalman_beta,-0.003359944849227414,0.006230687661068934,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-10,24.88675308227539,26.691665649414062,0.9323580334582502,0.0005641876625652742,0.1484586476854757,0,,0,,0,0,kalman_beta,0.004149482973097918,0.0023491326717388628,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-11,24.95745086669922,26.83382225036621,0.9301052463061802,-0.0008279868139027258,-0.3536771739849163,0,,0,,0,0,kalman_beta,0.0028407797590188633,0.005325879726628013,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-12,25.11813163757324,26.839513778686523,0.9357860971998915,0.0020877878734637534,0.6957460041206542,0,,0,,0,0,kalman_beta,0.006438188408433021,0.0002121027808565934,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-13,25.63232421875,27.072649002075195,0.9466515589462546,0.003958836130752985,1.3296542583726074,0,,0,,0,0,kalman_beta,0.020470972467060422,0.008686268511086226,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-16,25.43950843811035,27.055587768554688,0.9403530790754677,-0.0022968262466100953,-0.9343361229136335,0,,0,,0,0,kalman_beta,-0.007522368201733465,-0.0006302018512928109,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-07-17,25.728734970092773,27.12382698059082,0.9484571339570101,0.002947770135779848,0.9593679915843266,0,,0,,0,0,kalman_beta,0.01136918713213575,0.002522185532241261,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-18,25.876556396484375,27.186378479003903,0.9517763385412132,0.0012046295424035236,0.3136294260413408,0,,0,,0,0,kalman_beta,0.005745382606779259,0.0023061457536150964,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-19,26.0179443359375,27.12382698059082,0.959129745525847,0.0026750663563248622,0.8312109052572586,0,,0,,0,0,kalman_beta,0.005463939532245332,-0.0023008396819529375,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-20,25.876556396484375,27.16362762451172,0.9527037724059579,-0.00233411361863034,-0.9436675000615976,0,,0,,0,0,kalman_beta,-0.005434247134499137,0.0014673683012864647,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-23,25.568052291870117,27.084030151367188,0.9441420385493459,-0.003119147373649156,-1.2120298742763633,0,,0,,0,0,kalman_beta,-0.011922146822293977,-0.0029302961388230075,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-07-24,25.278810501098633,26.788330078125,0.943656777110351,-0.00017872459308065913,-0.14581873102568774,0,,0,,0,0,kalman_beta,-0.011312625125671216,-0.010917875648106312,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-07-25,25.375221252441406,26.953235626220703,0.9414831317943944,-0.0007954369251059745,-0.3641015595421798,0,,0,,0,0,kalman_beta,0.003813895884799745,0.006155872636135706,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-26,25.741588592529297,27.339908599853516,0.9415382141165125,1.987531453551128e-05,-0.06109216287281327,0,,0,,0,0,kalman_beta,0.014437995887529143,0.01434606883548506,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-27,25.683744430541992,27.533241271972656,0.932938715217572,-0.0030823075076042983,-1.1455597388586243,0,,0,,0,0,kalman_beta,-0.0022471092558791206,0.007071445444414515,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-30,26.07581329345703,27.482067108154297,0.9486251251307122,0.005633944133531799,2.0399050755501666,0,,0,,0,0,kalman_beta,0.015265253241221632,-0.0018586320191241734,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-07-31,25.63232421875,27.37970733642578,0.9363413580843651,-0.004428132591371536,-1.7770011744104692,0,,0,,0,0,kalman_beta,-0.017007679481211513,-0.003724602349804429,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-08-01,25.130983352661133,27.23186683654785,0.9230291832681619,-0.004824452344973196,-1.8658532244927835,0,,0,,0,0,kalman_beta,-0.01955893120773411,-0.005399637697414139,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-08-02,25.22739028930664,27.053775787353516,0.9323646880279947,0.0034050673514656182,1.1417952449092135,0,,0,,0,0,kalman_beta,0.003836178445253635,-0.006539803174834824,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-08-03,25.433080673217773,27.20313835144043,0.9348980818261945,0.0009188088035294584,0.2419112196468598,0,,0,,0,0,kalman_beta,0.00815345469952633,0.005520950763432175,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-08-06,25.433080673217773,27.22612762451172,0.9341523443144127,-0.0002702738232436275,-0.18807219463301988,0,,0,,0,0,kalman_beta,0.0,0.0008450963552177893,0.0,0.0,ES__SO,0.0,0.0,0.0,0.0
2012-08-07,25.375221252441406,27.082490921020508,0.9369231132679402,0.0010095436681467618,0.2856836471322951,0,,0,,0,0,kalman_beta,-0.002274967060411859,-0.005275693461522457,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-08-08,25.355947494506836,26.961841583251953,0.9403911941235418,0.0012690922627669465,0.3596114222862657,0,,0,,0,0,kalman_beta,-0.0007595503401853776,-0.004454883345863525,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
2012-08-09,25.19526481628418,26.892900466918945,0.9369215351960221,-0.001272775055337405,-0.6033953535529178,0,,0,,0,0,kalman_beta,-0.006337080413085228,-0.002556988406008265,0.0,0.0,ES__SO,0.0,0.0,-0.0,0.0
